id,episode_id,user_id,watched_time
277,459,87,2023-12-07 02:26:38.624972
278,1294,39,2023-12-03 02:40:49.837110
279,1935,79,2023-05-19 02:26:38.625183
280,1855,27,2023-09-03 02:40:49.837348
281,1903,39,2023-08-11 02:26:38.625359
282,1502,79,2023-12-02 02:40:49.837572
283,393,71,2024-03-05 02:26:38.625512
284,951,68,2023-06-13 02:40:49.837792
285,844,39,2023-10-11 02:26:38.625677
286,810,82,2023-07-07 02:40:49.838049
287,405,27,2023-07-29 02:26:38.625910
288,771,2,2024-02-26 02:40:49.838275
289,401,75,2023-04-30 02:26:38.626132
290,1184,43,2023-12-27 02:40:49.838496
291,412,84,2023-09-23 02:26:38.626298
292,720,45,2024-01-23 02:40:49.838740
293,1128,60,2023-07-23 02:26:38.626464
294,478,27,2023-08-17 02:40:49.838977
295,848,57,2023-03-26 02:26:38.626647
296,1186,24,2023-07-06 02:40:49.839229
298,784,23,2023-09-20 02:40:49.839456
299,399,61,2023-12-10 02:26:38.627093
300,25,69,2023-08-12 02:40:49.839696
301,1798,85,2024-01-22 02:26:38.627246
302,38,16,2023-06-20 02:40:49.839919
303,389,37,2023-06-16 02:26:38.627440
304,565,24,2024-01-15 02:40:49.840181
305,96,85,2023-04-16 02:26:38.627579
306,1018,9,2023-04-19 02:40:49.840408
307,830,80,2023-09-16 02:26:38.627662
308,708,33,2024-02-29 02:40:49.840631
309,1971,12,2023-11-06 02:26:38.627804
310,41,91,2023-05-30 02:40:49.840851
311,390,87,2023-09-29 02:26:38.627937
312,437,35,2023-06-23 02:40:49.841074
313,1347,29,2023-11-25 02:26:38.628117
314,187,60,2023-10-25 02:40:49.841358
315,1517,19,2024-02-22 02:26:38.628300
316,1891,20,2023-08-07 02:40:49.841581
317,389,6,2023-11-01 02:26:38.628416
318,629,15,2023-09-10 02:40:49.841802
319,1452,61,2023-04-28 02:26:38.628580
320,26,81,2023-09-28 02:40:49.842021
321,460,99,2024-01-28 02:26:38.628721
322,1297,60,2024-01-06 02:40:49.842275
323,1207,59,2023-08-06 02:26:38.628852
324,490,22,2024-01-30 02:40:49.842502
325,1207,81,2023-05-16 02:26:38.628979
326,1121,99,2023-08-26 02:40:49.842723
327,919,25,2023-03-15 02:26:38.629122
328,276,17,2023-07-08 02:40:49.842944
330,1966,48,2023-07-17 02:40:49.843165
331,1662,52,2023-11-02 02:26:38.629488
332,1937,81,2023-11-28 02:40:49.843447
333,410,19,2023-04-05 02:26:38.629601
334,1288,31,2023-03-08 02:40:49.843670
335,375,89,2024-03-03 02:26:38.629739
336,1388,24,2024-02-18 02:40:49.843890
338,856,4,2023-08-03 02:40:49.844109
339,1074,100,2023-08-01 02:26:38.630038
340,1920,13,2024-01-08 02:40:49.844360
341,1348,29,2023-12-06 02:26:38.630251
342,850,83,2023-03-25 02:40:49.844614
344,502,79,2023-11-12 02:40:49.844855
345,858,60,2024-02-09 02:26:38.630625
346,217,56,2023-05-27 02:40:49.845079
347,386,72,2023-10-30 02:26:38.630787
348,366,79,2023-09-11 02:40:49.845305
349,1281,16,2023-07-16 02:26:38.630974
350,1133,20,2023-04-26 02:40:49.845601
351,372,18,2023-07-12 02:26:38.631153
352,513,89,2023-03-30 02:40:49.845826
353,1399,86,2023-06-08 02:26:38.631317
354,1282,61,2023-10-12 02:40:49.846046
355,469,72,2023-05-06 02:26:38.631507
356,765,100,2023-06-03 02:40:49.846266
357,1868,41,2023-07-23 02:26:38.631753
358,1767,2,2023-12-10 02:40:49.846509
359,92,79,2023-06-21 02:26:38.631949
360,1105,92,2023-11-27 02:40:49.846732
361,447,55,2023-05-30 02:26:38.632147
362,1221,30,2023-04-15 02:40:49.846952
363,79,58,2023-12-15 02:26:38.632354
364,1100,46,2023-12-15 02:40:49.847170
365,1832,96,2023-07-06 02:26:38.632557
366,1765,31,2023-09-24 02:40:49.847389
367,1741,58,2023-10-25 02:26:38.632762
368,132,67,2023-04-18 02:40:49.847638
369,394,97,2023-10-31 02:26:38.632957
370,139,33,2023-03-23 02:40:49.847867
371,1300,82,2023-10-16 02:26:38.633145
372,1375,48,2023-05-05 02:40:49.848087
373,1627,99,2023-06-13 02:26:38.633371
374,1513,56,2023-11-06 02:40:49.848308
375,990,63,2023-04-20 02:26:38.633551
376,870,72,2023-11-17 02:40:49.848535
377,900,31,2023-10-17 02:26:38.633732
378,706,86,2023-04-05 02:40:49.848811
379,390,57,2024-01-26 02:26:38.633919
380,572,67,2023-09-30 02:40:49.849034
382,494,51,2024-02-03 02:40:49.849253
383,1776,31,2023-10-18 02:26:38.634299
384,1825,58,2023-10-10 02:40:49.849486
385,1782,43,2023-09-24 02:26:38.634552
386,602,75,2024-01-29 02:40:49.849736
387,1207,70,2024-01-24 02:26:38.634671
388,1272,51,2023-04-28 02:40:49.849994
389,446,18,2023-12-19 02:26:38.634745
390,1551,67,2024-01-02 02:40:49.850215
391,451,30,2023-08-22 02:26:38.634812
392,38,41,2023-09-20 02:40:49.850437
393,1452,89,2023-12-18 02:26:38.634878
394,57,42,2023-07-26 02:40:49.850658
395,1776,91,2023-11-17 02:26:38.634967
396,666,14,2023-11-27 02:40:49.850939
397,1747,9,2023-08-06 02:26:38.635041
398,1367,78,2023-07-30 02:40:49.851162
399,1561,53,2023-09-18 02:26:38.635107
400,540,97,2023-03-14 02:40:49.851382
401,1267,70,2023-07-11 02:26:38.635176
402,3,7,2023-03-28 02:40:49.851603
404,591,40,2023-07-08 02:40:49.851914
405,370,27,2023-08-03 02:26:38.635334
406,176,83,2023-09-22 02:40:49.852166
407,1776,50,2023-05-11 02:26:38.635401
408,429,98,2024-01-06 02:40:49.852388
409,1108,90,2024-02-24 02:26:38.635467
410,666,82,2024-03-02 02:40:49.852609
412,240,38,2023-12-02 02:40:49.852854
413,73,49,2023-07-05 02:26:38.635673
414,1386,35,2023-12-26 02:40:49.853138
415,1312,1,2023-09-07 02:26:38.635768
416,531,42,2023-05-26 02:40:49.853373
418,1298,34,2023-08-17 02:40:49.853594
419,370,54,2023-06-04 02:26:38.635901
420,1179,48,2023-06-14 02:40:49.853813
421,946,96,2023-05-31 02:26:38.635966
422,1794,76,2023-05-13 02:40:49.854055
423,1399,78,2023-11-14 02:26:38.636048
424,173,27,2023-11-24 02:40:49.854303
425,1286,63,2023-11-14 02:26:38.636136
426,423,32,2023-09-14 02:40:49.854525
427,385,35,2023-07-26 02:26:38.636203
428,1721,62,2024-01-18 02:40:49.854744
429,1443,63,2024-02-20 02:26:38.636269
430,1624,58,2023-07-28 02:40:49.854982
431,388,50,2023-09-15 02:26:38.636359
432,341,71,2023-03-07 02:40:49.855257
433,411,86,2023-03-24 02:26:38.636438
434,206,47,2023-11-28 02:40:49.855479
435,1483,52,2023-12-12 02:26:38.636505
436,1695,65,2023-10-19 02:40:49.855698
437,1283,60,2023-12-31 02:26:38.636571
438,320,76,2023-04-25 02:40:49.855916
439,1689,80,2023-06-06 02:26:38.636636
440,1731,35,2024-02-23 02:40:49.856162
441,1293,4,2023-08-17 02:26:38.636728
442,1917,67,2023-10-19 02:40:49.856416
443,1026,76,2023-05-22 02:26:38.636794
444,432,95,2023-07-18 02:40:49.856640
446,1664,60,2023-12-21 02:40:49.856859
447,460,11,2023-04-11 02:26:38.636926
448,851,61,2023-04-26 02:40:49.857078
449,397,55,2023-12-27 02:26:38.636991
450,1555,58,2023-12-18 02:40:49.857379
451,391,60,2023-12-03 02:26:38.637056
452,816,66,2024-02-22 02:40:49.857605
453,1935,7,2023-10-24 02:26:38.637123
454,144,80,2023-12-25 02:40:49.857825
455,472,49,2023-09-20 02:26:38.637210
456,1400,64,2023-07-15 02:40:49.858042
457,1754,28,2023-07-17 02:26:38.637277
458,276,96,2024-01-28 02:40:49.858279
459,1207,42,2023-09-15 02:26:38.637515
460,1853,39,2024-03-05 02:40:49.858524
461,1587,98,2023-08-24 02:26:38.637743
462,841,4,2023-03-21 02:40:49.858743
463,848,36,2023-08-03 02:26:38.638115
464,162,37,2023-08-26 02:40:49.858961
465,1065,33,2024-01-24 02:26:38.638359
466,483,33,2024-02-08 02:40:49.859185
467,839,61,2024-02-25 02:26:38.638608
468,1711,68,2023-06-25 02:40:49.859493
469,378,96,2023-06-03 02:26:38.638878
470,642,77,2023-06-02 02:40:49.859730
471,1451,7,2023-09-08 02:26:38.639097
472,1695,13,2023-07-07 02:40:49.859951
473,400,29,2023-04-08 02:26:38.639292
474,312,31,2023-07-28 02:40:49.860172
476,935,15,2023-06-19 02:40:49.860409
477,1281,6,2024-02-19 02:26:38.639646
478,1751,68,2023-09-15 02:40:49.860667
479,373,32,2023-11-24 02:26:38.639777
480,107,58,2023-09-12 02:40:49.860890
481,1879,3,2023-04-22 02:26:38.639901
482,616,20,2023-10-19 02:40:49.861110
483,1895,20,2023-11-04 02:26:38.640024
484,1820,47,2023-12-14 02:40:49.861381
485,1805,17,2023-07-07 02:26:38.640163
486,1174,15,2023-08-19 02:40:49.861614
487,461,86,2024-01-07 02:26:38.640289
488,1408,38,2023-12-12 02:40:49.861861
490,1668,84,2024-02-17 02:40:49.862084
491,1840,60,2023-03-13 02:26:38.640535
492,1037,89,2024-01-18 02:40:49.862302
493,718,33,2023-08-30 02:26:38.640654
494,1675,15,2023-06-15 02:40:49.862538
495,1915,22,2023-04-30 02:26:38.640775
496,1252,7,2023-06-11 02:40:49.862792
497,1903,78,2024-01-07 02:26:38.640897
498,1346,22,2023-03-20 02:40:49.863014
499,1693,100,2023-12-13 02:26:38.641002
500,279,84,2023-05-01 02:40:49.863233
501,404,40,2024-01-10 02:26:38.641103
502,1873,42,2023-10-28 02:40:49.863453
503,468,75,2024-02-21 02:26:38.641222
504,1573,81,2023-05-23 02:40:49.863692
505,1689,40,2023-05-16 02:26:38.641390
506,528,84,2023-09-24 02:40:49.863927
507,409,87,2023-08-26 02:26:38.641514
508,1145,18,2024-01-23 02:40:49.864204
509,371,51,2023-11-25 02:26:38.641636
510,754,94,2024-01-24 02:40:49.864443
511,990,10,2023-05-07 02:26:38.641755
512,1297,84,2023-12-26 02:40:49.864681
513,1868,89,2023-04-19 02:26:38.641874
514,1988,15,2023-03-16 02:40:49.864924
515,1404,32,2024-01-13 02:26:38.641994
516,103,47,2023-05-15 02:40:49.865173
517,1026,90,2023-10-03 02:26:38.642114
518,1901,40,2023-08-02 02:40:49.865413
520,146,32,2023-11-30 02:40:49.865634
521,1157,16,2023-05-21 02:26:38.642358
522,921,32,2023-05-23 02:40:49.865877
523,1975,6,2023-09-10 02:26:38.642475
524,959,14,2023-07-07 02:40:49.866125
525,94,69,2023-07-30 02:26:38.642576
526,554,73,2023-03-28 02:40:49.866346
527,875,85,2023-08-29 02:26:38.642678
528,1121,69,2023-10-28 02:40:49.866566
529,1741,9,2023-06-20 02:26:38.642798
530,1652,19,2023-07-25 02:40:49.866817
531,1461,83,2023-09-13 02:26:38.642916
532,600,54,2023-05-07 02:40:49.867055
533,1411,2,2023-08-03 02:26:38.643038
534,144,6,2024-01-14 02:40:49.867295
535,1432,63,2024-01-11 02:26:38.643157
536,1239,60,2023-07-10 02:40:49.867515
537,457,56,2023-09-02 02:26:38.643281
538,1481,4,2023-08-26 02:40:49.867737
539,403,82,2023-07-14 02:26:38.643403
540,1906,80,2023-04-11 02:40:49.867977
541,1620,91,2023-12-18 02:26:38.643524
542,292,7,2023-03-18 02:40:49.868224
543,1620,56,2023-12-06 02:26:38.643644
544,1803,43,2023-11-09 02:40:49.868446
545,1718,94,2023-06-12 02:26:38.643763
546,959,26,2023-07-10 02:40:49.868664
547,1805,84,2023-10-19 02:26:38.643882
548,496,8,2023-03-21 02:40:49.868895
549,858,79,2023-06-04 02:26:38.644005
550,1921,16,2023-05-04 02:40:49.869120
551,844,100,2023-07-02 02:26:38.644108
552,501,82,2023-11-06 02:40:49.869379
553,1594,60,2023-07-26 02:26:38.644210
554,1442,49,2023-11-10 02:40:49.869601
555,1283,94,2023-05-07 02:26:38.644331
556,1549,78,2023-04-28 02:40:49.869820
557,1429,35,2023-09-22 02:26:38.644452
558,863,67,2023-03-18 02:40:49.870062
559,1587,32,2024-01-21 02:26:38.644573
560,1357,53,2023-09-14 02:40:49.870287
561,1754,36,2023-07-19 02:26:38.644695
562,1133,9,2023-10-25 02:40:49.870529
563,445,32,2023-07-12 02:26:38.644815
564,341,82,2023-11-16 02:40:49.870748
565,464,73,2023-04-28 02:26:38.644936
566,1497,53,2023-10-29 02:40:49.870967
568,1855,56,2023-12-02 02:40:49.871210
569,1065,44,2024-02-20 02:26:38.645178
570,970,73,2023-08-23 02:40:49.871467
572,1988,92,2023-03-14 02:40:49.871687
573,780,24,2023-06-30 02:26:38.645440
574,859,74,2024-02-06 02:40:49.871908
575,941,28,2023-09-06 02:26:38.645553
576,955,45,2023-09-28 02:40:49.872142
577,402,34,2023-09-13 02:26:38.645654
578,1324,92,2023-09-13 02:40:49.872364
579,1074,36,2023-05-05 02:26:38.645761
580,331,24,2024-01-27 02:40:49.872621
582,1803,76,2024-02-14 02:40:49.872843
584,1582,75,2023-12-11 02:40:49.873063
585,1632,67,2023-11-29 02:26:38.646124
586,1736,51,2023-07-07 02:40:49.873339
587,457,11,2023-11-03 02:26:38.646244
588,1199,16,2023-12-01 02:40:49.873604
589,85,93,2023-08-10 02:26:38.646364
590,1761,41,2023-06-05 02:40:49.873827
591,884,63,2023-05-26 02:26:38.646485
592,1337,36,2024-02-29 02:40:49.874047
593,1554,98,2023-11-03 02:26:38.646606
594,1016,38,2023-06-26 02:40:49.874294
595,382,89,2023-07-06 02:26:38.646725
596,1862,54,2024-02-05 02:40:49.874548
597,1181,83,2023-03-07 02:26:38.646846
598,883,65,2023-04-04 02:40:49.874795
600,996,32,2024-02-21 02:40:49.875018
601,412,3,2024-01-18 02:26:38.647077
602,308,57,2023-10-31 02:40:49.875264
603,900,38,2023-11-13 02:26:38.647179
604,1889,43,2023-10-15 02:40:49.875528
605,934,52,2023-03-17 02:26:38.647301
606,432,54,2024-02-10 02:40:49.875798
607,1222,32,2023-10-01 02:26:38.647423
608,355,2,2023-06-30 02:40:49.876023
609,1452,85,2023-05-13 02:26:38.647565
610,195,75,2023-07-14 02:40:49.876243
611,1936,48,2023-07-07 02:26:38.647688
612,910,91,2023-10-27 02:40:49.876492
613,864,71,2023-06-08 02:26:38.647808
614,564,8,2023-04-16 02:40:49.876757
615,410,45,2023-08-01 02:26:38.647945
616,1463,61,2023-07-26 02:40:49.876994
617,1587,96,2023-05-29 02:26:38.648067
618,620,67,2023-09-08 02:40:49.877219
619,398,43,2023-09-07 02:26:38.648197
620,1417,98,2023-08-23 02:40:49.877480
621,742,90,2023-07-17 02:26:38.648326
622,347,35,2023-10-25 02:40:49.877745
624,486,97,2023-05-06 02:40:49.877992
626,1591,89,2023-12-19 02:40:49.878215
627,1903,16,2023-11-28 02:26:38.648713
628,746,41,2023-09-14 02:40:49.878436
629,1662,41,2024-01-04 02:26:38.648842
630,212,74,2023-11-08 02:40:49.878690
631,1404,96,2023-06-05 02:26:38.648972
632,1918,32,2023-10-28 02:40:49.878969
633,670,98,2023-03-18 02:26:38.649101
634,319,69,2023-06-22 02:40:49.879191
635,372,24,2023-11-28 02:26:38.649230
636,276,49,2023-05-20 02:40:49.879412
637,369,28,2023-07-02 02:26:38.649382
638,717,41,2023-09-30 02:40:49.879660
639,392,36,2023-05-09 02:26:38.649602
640,186,53,2023-05-31 02:40:49.879918
641,946,98,2023-06-11 02:26:38.649791
642,285,8,2024-03-03 02:40:49.880165
643,1446,77,2023-10-13 02:26:38.649968
644,1678,17,2023-12-06 02:40:49.880387
645,1300,13,2023-11-27 02:26:38.650146
646,311,2,2023-03-31 02:40:49.880612
647,400,38,2023-11-10 02:26:38.650313
648,211,79,2023-07-23 02:40:49.880860
649,1895,47,2023-12-05 02:26:38.650576
650,1755,55,2023-10-17 02:40:49.881138
651,1460,39,2024-02-27 02:26:38.650802
652,890,50,2023-09-02 02:40:49.881372
